"BN/Registration number","Fiscal period end","Form ID","200","210","220","230","240","250","260"
"107954299RR0001",2024-5-31 00:00:00,"27",$33205.00,"Y","N",,"Y","Y","N"
"107957540RR0001",2024-6-30 00:00:00,"27",$721260.00,"N","N",,"Y","N","N"
"107958621RR0001",2024-12-31 00:00:00,"27",,"Y","Y",$27357889.00,"N","N","N"
"107961773RR0001",2024-6-30 00:00:00,"27",$55665.00,"N","N",,"Y","N","N"
"107969644RR0001",2024-6-30 00:00:00,"27",$11634.00,"N","N",,"N","Y","N"
"107988511RR0001",2024-5-31 00:00:00,"27",$1172959.00,"N","N",,"N","Y","N"
"107991721RR0004",2024-12-31 00:00:00,"27",$18383.00,"N","N",,"N","N","N"
"107992174RR0001",2024-12-31 00:00:00,"27",$99625.00,"N","N",,"N","Y","N"
"107996548RR0001",2024-12-31 00:00:00,"27",$1900.00,"N","N",,"N","N","N"
"107999393RR0001",2024-12-31 00:00:00,"27",$282799.00,"N","N",,"N","N","N"
"108000654RR0001",2024-12-31 00:00:00,"27",$25927.00,"Y","N",,"Y","N","N"
"108001223RR0001",2024-8-31 00:00:00,"27",$10085.00,"N","N",,"N","N","N"
"108010067RR0001",2024-12-31 00:00:00,"27",$2215.00,"N","N",,"N","N","N"
"108012436RR0001",2024-12-31 00:00:00,"27",$4507.00,"N","N",,"N","Y","N"
"108020652RR0001",2024-12-31 00:00:00,"27",$19231.00,"N","N",,"N","Y","N"
"108021528RR0001",2024-12-31 00:00:00,"27",$8270.00,"Y","N",,"N","N","N"
"108031394RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"108036765RR0001",2024-12-31 00:00:00,"27",$1000.00,"Y","N",,"N","N","N"
"108037227RR0001",2024-6-30 00:00:00,"27",$37580.00,"Y","N",,"N","Y","N"
"108037342RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","Y","N"
"108038563RR0001",2024-12-31 00:00:00,"27",$56281.00,"Y","N",,"N","N","N"
"108042334RR0001",2024-12-31 00:00:00,"27",$65515.00,"N","N",,"N","N","Y"
"108044769RR0001",2024-12-31 00:00:00,"27",$5780.00,"N","N",,"N","Y","N"
"108050162RR0001",2024-12-31 00:00:00,"27",$10035.00,"N","N",,"N","N","N"
"108051111RR0001",2024-12-31 00:00:00,"27",$20000.00,"Y","N",,"N","N","N"
"108051541RR0002",2024-3-31 00:00:00,"27",$293864.00,"Y","N",,"Y","N","N"
"108052432RR0001",2024-4-30 00:00:00,"27",$32541.00,"Y","N",,"N","N","N"
"108061441RR0001",2024-12-31 00:00:00,"27",$11496.00,"Y","N",,"N","N","N"
"108062688RR0001",2024-3-31 00:00:00,"27",,"N","N",,"N","N","Y"
"108076134RR0001",2024-12-31 00:00:00,"27",$13784.00,"Y",,,,,
"108077256RR0001",2024-12-31 00:00:00,"27",$14150.00,"N","N",,"Y","Y","N"
"108081597RR0001",2024-6-30 00:00:00,"27",$3324195.00,"Y","N",,"Y","Y","N"
"108082025RR0001",2024-8-31 00:00:00,"27",$5439196.00,"Y","N",,"Y","Y","N"
"108082835RR0001",2024-12-31 00:00:00,"27",$103166.00,"Y","N",,"N","N","N"
"108082991RR0001",2024-5-31 00:00:00,"27",$5122304.00,"N","N",,"Y","Y","Y"
"108083197RR0001",2024-6-30 00:00:00,"27",$80610.00,"Y","N",,"Y","Y","N"
"108083270RR0001",2024-3-31 00:00:00,"27",$2781062.00,"Y","Y",$2180349.00,"Y","N","N"
"108083973RR0001",2024-6-30 00:00:00,"27",$20018.00,"Y","N",,"N","N","N"
"108084658RR0084",2024-12-31 00:00:00,"27",,"N",,,"N","N","N"
"108084658RR0096",2024-12-31 00:00:00,"27",$3210.00,"Y","N",,"N","N","N"
"108084658RR0101",2024-12-31 00:00:00,"27",$100.00,"N","N",,"N","N","N"
"108086810RR0001",2024-12-31 00:00:00,"27",$537739.00,"Y","N",,"Y","Y","N"
"108089764RR0001",2024-12-31 00:00:00,"27",$91.00,"N","N",,"Y","Y","Y"
"108089871RR0001",2024-8-31 00:00:00,"27",$868318.00,"Y","N",,"Y","Y","N"
"108091265RR0001",2024-12-31 00:00:00,"27",$110598.00,"N","N",,"Y","N","N"
"108098856RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"108099979RR0001",2024-3-31 00:00:00,"27",$1948611.00,"Y","N",,"N","Y","N"
"108102831RR0001",2024-3-31 00:00:00,"27",,"N","Y",$513598.00,"Y","N","N"
"108102864RR0001",2024-3-31 00:00:00,"27",$17407943.00,"Y","Y",$834120.00,"Y","N","Y"
"108103755RR0001",2024-12-31 00:00:00,"27",$19101.00,"N","N",,"Y","Y","Y"
"108114026RR0001",2024-12-31 00:00:00,"27",$21694.00,"N","N",,"Y","N","N"
"108122540RR0001",2024-3-31 00:00:00,"27",$36131.00,"N","N",,"Y","N","N"
"108122706RR0001",2024-12-31 00:00:00,"27",$106687.00,"Y","N",,"N","N","N"
"108140393RR0001",2024-12-31 00:00:00,"27",$31640.00,"N","N",,"N","N","N"
"108142001RR0001",2024-4-30 00:00:00,"27",$1478602.00,"N","N",,"Y","N","N"
"108144171RR0001",2024-12-31 00:00:00,"27",$135894.00,"Y","N",,"Y","N","N"
"108147448RR0001",2024-3-31 00:00:00,"27",$82674.00,"N","N",,"Y","N","N"
"108147786RR0001",2024-12-31 00:00:00,"27",$3407.00,"Y","N",,"N","N","N"
"108148263RR0032",2024-12-31 00:00:00,"27",$4400.00,"N","N",,"N","Y","N"
"108149923RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"108152349RR0001",2024-3-31 00:00:00,"27",$2286206.00,"N","N",,"Y","N","N"
"108153057RR0001",2024-12-31 00:00:00,"27",$117.00,"N","N",,"N","N","N"
"108153297RR0001",2024-12-31 00:00:00,"27",$540.00,"N","N",,"N","N","N"
"108160979RR0001",2024-4-30 00:00:00,"27",$1023726.00,"N","N",,"N","N","N"
"108160995RR0001",2024-4-30 00:00:00,"27",,"N","Y",$3927526.00,"N","N","N"
"108161076RR0001",2024-4-30 00:00:00,"27",$1177933.00,"Y","Y",$515047.00,"Y","N","N"
"108161159RR0001",2024-4-30 00:00:00,"27",$134944.00,"Y","Y",,"Y","N","N"
"108161779RR0001",2024-3-31 00:00:00,"27",$3346995.00,"N","N",,"Y","N","N"
"108161829RR0001",2024-4-30 00:00:00,"27",$527727.00,"Y","N",,"N","N","N"
"108162108RR0001",2024-4-30 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"108162124RR0001",2024-4-30 00:00:00,"27",$2742157.00,"N","N",,"Y","N","N"
"108162280RR0001",2024-4-30 00:00:00,"27",$82445.00,"N","N",,"Y","N","N"
"108162330RR0001",2024-4-30 00:00:00,"27",$10577519.00,"Y","N",,"Y","N","N"
"108162470RR0001",2024-3-31 00:00:00,"27",$4416272.00,"N","N",,"Y","N","N"
"108162587RR0001",2024-4-30 00:00:00,"27",$1970509.00,"Y","N",,"Y","Y","N"
"108166497RR0001",2024-12-31 00:00:00,"27",$8225.00,"N","N",,"N","Y","N"
"108166547RR0001",2024-7-31 00:00:00,"27",$51165.00,"N","N",,"Y","N","N"
"108172685RR0001",2024-12-31 00:00:00,"27",$469952.00,"Y","Y",$427317.00,"Y","Y","N"
"108174046RR0001",2024-12-31 00:00:00,"27",$18000.00,"N","N",,"N","Y","N"
"108186099RR0001",2024-12-31 00:00:00,"27",$70089.00,"Y","N",,"N","Y","N"
"108186115RR0001",2024-12-31 00:00:00,"27",$344047.00,"Y","N",,"N","Y","N"
"108191636RR0001",2024-12-31 00:00:00,"27",$1800.00,"N","N",,"N","N","N"
"108192915RR0001",2024-12-31 00:00:00,"27",$34800.00,"Y","N",,"N","N","N"
"108197120RR0001",2024-4-30 00:00:00,"27",,"Y","N",,"N","N","N"
"108203142RR0001",2024-8-31 00:00:00,"27",$10232.00,"N","N",,"Y","Y","N"
"108203746RR0001",2024-12-31 00:00:00,"27",$100227.00,"Y","N",,"Y","Y","N"
"108204256RR0001",2024-6-30 00:00:00,"27",,"N","N",,"N","Y","N"
"108212366RR0001",2024-12-31 00:00:00,"27",$425.00,"Y","N",,"N","N","N"
"108219809RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"108220450RR0001",2024-12-31 00:00:00,"27",$65963.00,"Y","N",,"N","N","N"
"108221268RR0001",2024-12-31 00:00:00,"27",$2692.00,,"N",,"Y","Y","N"
"108222050RR0001",2024-12-31 00:00:00,"27",$23354905.00,"N","N",,"Y","Y","N"
"108222084RR0001",2024-8-31 00:00:00,"27",$7360331.00,"Y","N",,"N","N","N"
"108222126RR0001",2024-12-31 00:00:00,"27",$88118.00,"Y","N",,"Y","N","N"
"108222191RR0001",2024-6-30 00:00:00,"27",$5883017.00,"Y","N",,"Y","N","N"
"108223371RR0001",2024-9-30 00:00:00,"27",$2780251.00,"Y","N",,"Y","Y","N"
"108226580RR0001",2024-4-30 00:00:00,"27",,"N","N",,"Y","Y","N"
"108228552RR0001",2024-12-31 00:00:00,"27",$23127.00,"N","N",,"N","Y","N"
"108231218RR0001",2024-12-31 00:00:00,"27",$20400.00,"Y","N",,"N","Y","N"
"118520725RR0001",2024-3-31 00:00:00,"27",$637406.00,"N","N",,"Y","N","N"
"118776103RR0001",2024-8-31 00:00:00,"27",,"N","N",,"Y","N","N"
"118777804RR0001",2024-3-31 00:00:00,"27",$1024312.00,"Y","N",,"Y","Y","N"
"118777820RR0001",2024-12-31 00:00:00,"27",$8756.00,"N","N",,"Y","N","N"
"118778224RR0001",2024-12-31 00:00:00,"27",$313320.00,"Y","N",,"N","N","N"
"118778463RR0001",2024-6-30 00:00:00,"27",$12596.00,"N","N",,"N","N","N"
"118779081RR0001",2024-12-31 00:00:00,"27",$6428321.00,"Y","N",,"Y","Y","N"
"118780808RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","Y","Y"
"118781699RR0001",2024-12-31 00:00:00,"27",$107604.00,"Y","N",,"N","N","N"
"118782630RR0006",2024-12-31 00:00:00,"27",$9043.00,"N","N",,"N","Y","N"
"118782630RR0011",2024-12-31 00:00:00,"27",$41868.00,"Y","N",,"N","N","N"
"118782630RR0029",2024-12-31 00:00:00,"27",$19385.00,"N","N",,"N","N","N"
"118784198RR0001",2024-12-31 00:00:00,"27",$1599.00,"N","N",,"N","N","N"
"118784396RR0001",2024-3-31 00:00:00,"27",$36088.00,"Y","N",,"N","Y","N"
"118788579RR0001",2024-6-30 00:00:00,"27",,"N","N",,"N","N","N"
"118789452RR0001",2024-12-31 00:00:00,"27",$1801.00,"N","N",,"N","N","N"
"118790260RR0001",2024-12-31 00:00:00,"27",$76214.00,"N","N",,"N","Y","N"
"118790609RR0001",2024-6-30 00:00:00,"27",$7200.00,"Y","N",,"N","N","N"
"118791144RR0001",2024-3-31 00:00:00,"27",$752293.00,"Y","Y",$80870.00,"Y","N","N"
"118791185RR0001",2024-12-31 00:00:00,"27",$3692.00,"Y","N",,"N","Y","N"
"118791672RR0001",2024-12-31 00:00:00,"27",$281941.00,"Y","N",,"N","N","N"
"118792613RR0001",2024-8-31 00:00:00,"27",$122852.00,"N","N",,"N","Y","Y"
"118793819RR0001",2024-2-28 00:00:00,"27",$16810.00,"Y","N",,"N","N","N"
"118794957RR0001",2024-8-31 00:00:00,"27",$54411.00,"Y","N",,"N","Y","N"
"118795244RR0001",2024-12-31 00:00:00,"27",$616582.00,"Y","N",,"N","N","N"
"118796150RR0001",2024-9-30 00:00:00,"27",$69307.00,"N","N",,"Y","N","N"
"118798024RR0001",2024-6-30 00:00:00,"27",$6744.00,"Y","N",,"N","N","N"
"118798115RR0001",2024-12-31 00:00:00,"27",$1000.00,"Y","N",,"N","N","N"
"118802529RR0001",2024-4-30 00:00:00,"27",$44668.00,"N","N",,"N","N","Y"
"118802735RR0001",2024-12-31 00:00:00,"27",$5304.00,"N","N",,"N","Y","N"
"118803568RR0001",2024-9-30 00:00:00,"27",$9419.00,"Y","N",,"N","N","N"
"118803618RR0001",2024-12-31 00:00:00,"27",$16195.00,"N","N",,"N","N","N"
"118803733RR0001",2024-12-31 00:00:00,"27",$10000.00,"N","N",,"N","N","N"
"118804319RR0001",2024-12-31 00:00:00,"27",$195.00,"Y","N",,"Y","N","N"
"118804434RR0001",2024-12-31 00:00:00,"27",$830.00,"N","N",,"N","N",
"118804947RR0001",2024-12-31 00:00:00,"27",$68480.00,"N","N",,"N","N","N"
"118805241RR0001",2024-11-30 00:00:00,"27",$947.00,"Y","N",,"N","N","N"
"118805506RR0001",2024-12-31 00:00:00,"27",$13758.00,"N","N",,"N","N","N"
"118807114RR0001",2024-6-30 00:00:00,"27",$298596.00,"Y","N",,"N","N","N"
"118807494RR0001",2024-12-31 00:00:00,"27",$50734.00,"N","N",,"Y","Y","N"
"118807569RR0001",2024-4-30 00:00:00,"27",$5000.00,"Y","N",,"N","N","N"
"118807759RR0001",2024-12-31 00:00:00,"27",$12920.00,"Y","N",,"N","N","N"
"118812809RR0001",2024-12-31 00:00:00,"27",$216702.00,"Y","N",,"N","Y","N"
"118816412RR0001",2024-12-31 00:00:00,"27",$36043.00,"Y","N",,"Y","Y","N"
"118817501RR0001",2024-12-31 00:00:00,"27",$2935.00,"N","N",,"N","N","N"
"118818491RR0018",2024-12-31 00:00:00,"27",$7460.00,"Y","N",,"N","Y","N"
"118818491RR0044",2024-12-31 00:00:00,"27",$3600.00,"Y","N",,"N","Y","N"
"118819531RR0001",2024-4-30 00:00:00,"27",$226453.00,"N","N",,"Y","N","N"
"118821545RR0001",2024-12-31 00:00:00,"27",$10691.00,"N","N",,"Y","Y","N"
"118822352RR0001",2024-12-31 00:00:00,"27",$3000.00,"Y","N",,"N","N","N"
"118823707RR0001",2024-12-31 00:00:00,"27",$39174.00,"N","N",,"N","N","N"
"118824747RR0001",2024-12-31 00:00:00,"27",$4242.00,"Y","N",,"N","N","N"
"118824846RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"118825629RR0001",2024-12-31 00:00:00,"27",$4500.00,"Y","N",,"N","N","N"
"118827849RR0001",2024-6-30 00:00:00,"27",$1848601.00,"Y","N",,"Y","Y","N"
"118828243RR0001",2024-4-30 00:00:00,"27",,"N","N",,"N","N","N"
"118829647RR0001",2024-6-30 00:00:00,"27",$4249137.00,"Y","N",,"Y","N","Y"
"118829902RR0001",2024-8-31 00:00:00,"27",$2618804.00,"Y","Y",$4081103.00,"N","N","N"
"118830124RR0001",2024-12-31 00:00:00,"27",$44395.00,"Y","N",,"N","N","N"
"118830389RR0006",2024-12-31 00:00:00,"27",$13338.00,"N","N",,"Y","Y","Y"
"118830793RR0001",2024-6-30 00:00:00,"27",$390141.00,"Y","N",,"Y","N","N"
"118830850RR0001",2024-3-31 00:00:00,"27",$18558208.00,"Y","Y",$18502985.00,"Y","Y","N"
"118830983RR0001",2024-12-31 00:00:00,"27",$2183088.00,"Y","Y",$555301.00,"Y","N","N"
"118831080RR0001",2024-12-31 00:00:00,"27",$9469668.00,"N","N",,"N","Y","Y"
"118831106RR0001",2024-3-31 00:00:00,"27",$36955773.00,"Y","Y",$19420133.00,"Y","N","N"
"118831601RR0001",2024-6-30 00:00:00,"27",$62045.00,"Y","N",,"N","N","N"
"118831965RR0001",2024-10-31 00:00:00,"27",$14848.00,"Y","N",,"N","N","N"
"118831973RR0001",2024-12-31 00:00:00,"27",$334576.00,"N","N",,"N","N","N"
"118832278RR0001",2024-12-31 00:00:00,"27",$11857.00,"Y","N",,"N","N","N"
"118832443RR0001",2024-12-31 00:00:00,"27",$520000.00,"Y","N",,"N","N","N"
"118832468RR0001",2024-5-31 00:00:00,"27",,"N","N",,"N","N","N"
"118832500RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"118832559RR0001",2024-12-31 00:00:00,"27",$11028.00,"Y","N",,"N","N","N"
"118832583RR0001",2024-12-31 00:00:00,"27",$550800.00,"Y","N",,"N","Y","N"
"118832625RR0001",2024-8-31 00:00:00,"27",$148000.00,"Y","Y",,,,
"118832740RR0001",2024-6-30 00:00:00,"27",$362790.00,"Y","N",,"N","N","N"
"118832773RR0001",2024-12-31 00:00:00,"27",$1129839.00,"Y","N",,"N","N","N"
"118833292RR0001",2024-3-31 00:00:00,"27",$1471004.00,"Y","Y",$5751065.00,"Y","N","N"
"118833409RR0001",2024-8-31 00:00:00,"27",,"N","N",,"N","N","N"
"118833623RR0002",2024-6-30 00:00:00,"27",,"Y",,,,,
"118834704RR0001",2024-3-31 00:00:00,"27",$8500.00,"Y","N",,"N","N","N"
"118834860RR0001",2024-12-31 00:00:00,"27",$50980.00,"Y","N",,"N","Y","N"
"118834878RR0001",2024-3-31 00:00:00,"27",$8620334.00,"Y","Y",$6962209.00,"Y","N","N"
"118835230RR0001",2024-3-31 00:00:00,"27",$1608784.00,"N","Y",$1027390.00,"Y","N","N"
"118835685RR0001",2024-12-31 00:00:00,"27",$10450.00,"Y","N",,"Y","N","N"
"118836030RR0001",2024-3-31 00:00:00,"27",$417141.00,"Y","Y",$318127.00,"Y","N","N"
"118836329RR0001",2024-6-30 00:00:00,"27",$40240.00,"N","N",,"N","N","N"
"118836337RR0001",2024-6-30 00:00:00,"27",$670015.00,"Y","N",,"N","N","N"
"118837798RR0001",2024-12-31 00:00:00,"27",$2450.00,"Y","N",,"N","N","N"
"118838333RR0001",2024-6-30 00:00:00,"27",$63660806.00,"Y","Y",$62281818.00,"Y","Y","N"
"118838531RR0001",2024-3-31 00:00:00,"27",$207941.00,"Y","N",,"Y","N","N"
"118838937RR0001",2024-4-30 00:00:00,"27",$1960961.00,"N","N",,"Y","N","N"
"118839349RR0001",2024-12-31 00:00:00,"27",$600.00,"Y","N",,"N","N","N"
"118839679RR0001",2024-7-31 00:00:00,"27",$833172.00,"Y","Y",$807172.00,"N","Y","N"
"118839711RR0001",2024-12-31 00:00:00,"27",$10096.00,"N","N",,"N","N","N"
"118841428RR0001",2024-3-31 00:00:00,"27",$1568175.00,"N","Y",$472847.00,"Y","Y","N"
"118841584RR0001",2024-12-31 00:00:00,"27",$71587.00,"Y","N",,"N","N","N"
"118841808RR0001",2024-12-31 00:00:00,"27",$32753.00,"N","N",,"Y","Y","N"
"118841840RR0001",2024-12-31 00:00:00,"27",$7250.00,"Y","N",,"N","N","N"
"118842749RR0001",2024-12-31 00:00:00,"27",$0.00,"N",,,,,
"118843705RR0001",2024-12-31 00:00:00,"27",$47183.00,"Y","N",,"N","Y","N"
"118846179RR0001",2024-3-31 00:00:00,"27",,"N","N",,"N","N","N"
"118846526RR0001",2024-12-31 00:00:00,"27",$19818.00,"N","N",,"N","Y","N"
"118846542RR0001",2024-3-31 00:00:00,"27",$579400.00,"Y","Y",$232633.00,"Y","Y","N"
"118846575RR0001",2024-3-31 00:00:00,"27",$34647351.00,"N","Y",$25965035.00,"Y","Y","N"
"118846823RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"118846898RR0001",2024-12-31 00:00:00,"27",$18028.00,"Y","N",,"N","N","N"
"118846914RR0001",2024-3-31 00:00:00,"27",$0.00,"N","N",,"N","Y","N"
"118847862RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"118849470RR0004",2024-12-31 00:00:00,"27",$38612.00,"N","N",,"N","N","N"
"118849470RR0079",2024-12-31 00:00:00,"27",$50000.00,"N","N",,"N","N","N"
"118849496RR0001",2024-3-31 00:00:00,"27",$613709.00,"Y","N",,"Y","N","N"
"118849728RR0001",2024-12-31 00:00:00,"27",$15500.00,"N","N",,"N","Y","N"
"118850106RR0001",2024-12-31 00:00:00,"27",$1147927.00,"Y","N",,"N","Y","N"
"118852722RR0001",2024-6-30 00:00:00,"27",$59104.00,"Y","N",,"N","N","N"
"118852771RR0001",2024-7-31 00:00:00,"27",$90049.00,"N",,,,,
"118855717RR0001",2024-6-30 00:00:00,"27",$16691.00,"N","N",,"Y","Y","N"
"118856079RR0001",2024-12-31 00:00:00,"27",$81972.00,"N","N",,"N","Y","Y"
"118856335RR0001",2024-12-31 00:00:00,"27",$82823.00,"N","N",,"N","Y","N"
"118856749RR0001",2024-6-30 00:00:00,"27",$129690.00,"N","N",,"Y","Y","N"
"118856822RR0001",2024-12-31 00:00:00,"27",$16265.00,"Y","N",,"N","N","N"
"118856889RR0001",2024-12-31 00:00:00,"27",$62655.00,"Y","N",,"N","Y","N"
"118856962RR0001",2024-6-30 00:00:00,"27",$1983292.00,"Y",,,,,
"118857366RR0001",2024-6-30 00:00:00,"27",$23641755.00,"Y","Y",$7553396.00,"Y","Y","N"
"118857390RR0001",2024-12-31 00:00:00,"27",$68396.00,"Y","N",,"N","N","N"
"118857432RR0001",2024-12-31 00:00:00,"27",$648478.00,"Y","N",,"N","Y","Y"
"118857846RR0001",2024-12-31 00:00:00,"27",$142759.00,"Y","N",,"Y","N","N"
"118859834RR0001",2024-7-31 00:00:00,"27",$10500.00,"Y","N",,"N","N","N"
"118859925RR0001",2024-10-31 00:00:00,"27",$4471.00,"Y","N",,"N","N","N"
"118860097RR0001",2024-12-31 00:00:00,"27",$7122.00,"N","N",,"N","N","N"
"118860667RR0001",2024-12-31 00:00:00,"27",$61850.00,"Y","N",,"N","Y","N"
"118860741RR0001",2024-12-31 00:00:00,"27",,"N",,,,,
"118861988RR0001",2024-12-31 00:00:00,"27",$20000.00,"Y","N",,"N","N","N"
"118864511RR0001",2024-12-31 00:00:00,"27",$7000.00,"Y","N",,"N","N","N"
"118865682RR0001",2024-12-31 00:00:00,"27",$738557.00,"N","N",,,"Y","N"
"118867324RR0001",2024-12-31 00:00:00,"27",$6055.00,"N","N",,"N","Y","N"
"118867951RR0001",2024-6-30 00:00:00,"27",$4887.00,"N","Y",$3804.00,"Y","N","N"
"118868041RR0001",2024-3-31 00:00:00,"27",$24455.00,"Y","N",,"N","N","N"
"118868504RR0001",2024-8-31 00:00:00,"27",$2963231.00,"Y","N",,"Y","N","N"
"118868801RR0001",2024-6-30 00:00:00,"27",$708168.00,"Y","N",,"Y","N","N"
"118869882RR0001",2024-6-30 00:00:00,"27",$20690.00,"N","N",,"N","Y","N"
"118871441RR0001",2024-8-31 00:00:00,"27",$4458435.00,"Y","N",,"N","N","N"
"118871516RR0001",2024-6-30 00:00:00,"27",$58927522.00,"Y","N",,"N","N","N"
"118871698RR0001",2024-12-31 00:00:00,"27",$23020.00,"N","N",,"Y","Y","N"
"118872365RR0002",2024-6-30 00:00:00,"27",,"Y","N",,"N","N","N"
"118873652RR0001",2024-12-31 00:00:00,"27",$81405.00,"N","N",,"N","Y","N"
"118874056RR0001",2024-12-31 00:00:00,"27",$1840.00,"N","N",,"N","N","N"
"118874148RR0001",2024-12-31 00:00:00,"27",$339903.00,"Y","N",,"N","N","N"
"118874148RR0002",2024-12-31 00:00:00,"27",$339903.00,"Y","N",,"N","N","N"
"118874890RR0001",2024-12-31 00:00:00,"27",$447409.00,"N","N",,"N","Y","N"
"118875517RR0001",2024-3-31 00:00:00,"27",$4860183.00,"N","Y",$6316596.00,"Y","Y","N"
"118875707RR0001",2024-12-31 00:00:00,"27",$402630.00,"Y","N",,"Y","Y","N"
"118878271RR0001",2024-12-31 00:00:00,"27",$16056.00,"Y","N",,"Y","Y","N"
"118879287RR0001",2024-12-31 00:00:00,"27",$3000.00,"Y","N",,"N","N","N"
"118879493RR0001",2024-12-31 00:00:00,"27",$52283.00,"Y","N",,"N","Y","N"
"118880038RR0001",2024-5-31 00:00:00,"27",$20451.00,"Y","N",,"N","N","N"
"118880723RR0001",2024-8-31 00:00:00,"27",$197335.00,"Y","Y",$345280.00,"N","N","N"
"118882208RR0001",2024-8-31 00:00:00,"27",$20259.00,"N","N",,"N","N","N"
"118883545RR0001",2024-7-31 00:00:00,"27",$40682.00,"N","N",,"Y","N","N"
"118883867RR0001",2024-12-31 00:00:00,"27",$19504.00,"Y","N",,"N","N","N"
"118884808RR0001",2024-3-31 00:00:00,"27",$4374078.00,"Y","Y",$2455905.00,"Y","Y","N"
"118885581RR0001",2024-12-31 00:00:00,"27",$44301.00,"Y","N",,"N","N","N"
"118886639RR0001",2024-12-31 00:00:00,"27",$66240.00,,"N",,"N","Y","N"
"118887306RR0001",2024-8-31 00:00:00,"27",$9950.00,"Y","N",,"N","N","N"
"118887314RR0001",2024-12-31 00:00:00,"27",$299534.00,"N","N",,"N","Y","N"
"118887579RR0001",2024-3-31 00:00:00,"27",$278933.00,"N","N",,"Y","N","N"
"118888957RR0001",2024-3-31 00:00:00,"27",$804087.00,"Y","N",,"Y","N","N"
"118890664RR0001",2024-8-31 00:00:00,"27",$91221.00,"Y","N",,"N","N","N"
"118892512RR0001",2024-4-30 00:00:00,"27",$3545537.00,"N","Y",$3350213.00,"Y","N","N"
"118892843RR0001",2024-8-31 00:00:00,"27",$43126.00,"N","N",,"Y","N","N"
"118893130RR0001",2024-12-31 00:00:00,"27",$2733845.00,"Y","Y",$2032203.00,"N","N","N"
"118893189RR0001",2024-12-31 00:00:00,"27",$9569.00,"N","N",,"N","N","N"
"118893643RR0001",2024-12-31 00:00:00,"27",$2400.00,"N","N",,"N","N","N"
"118895085RR0001",2024-8-31 00:00:00,"27",$15326.00,"Y","N",,"N","N","N"
"118895333RR0001",2024-12-31 00:00:00,"27",$13793.00,"Y","N",,"N","N","N"
"118896117RR0001",2024-12-31 00:00:00,"27",$857.00,"Y","N",,"N","Y","N"
"118896125RR0002",2024-12-31 00:00:00,"27",$2295.00,"Y","N",,"N","N","N"
"118898980RR0001",2024-12-31 00:00:00,"27",$3775.00,"N","N",,"N","Y","N"
"118899277RR0001",2024-9-30 00:00:00,"27",$1362075.00,"N","Y",$345456.00,"Y","Y","N"
"118899285RR0001",2024-9-30 00:00:00,"27",$15030.00,"Y","N",,"N","N","N"
"118899368RR0001",2024-12-31 00:00:00,"27",$56286.00,"Y","N",,"N","Y","N"
"118900307RR0001",2024-12-31 00:00:00,"27",$98236.00,"Y","N",,"Y","N","N"
"118901115RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,
"118901354RR0001",2024-12-31 00:00:00,"27",$14480.00,"Y","N",,"N","N","N"
"118902923RR0001",2024-12-31 00:00:00,"27",$200458.00,"Y","N",,"Y","N","N"
"118903038RR0001",2024-12-31 00:00:00,"27",$2263.00,"N","N",,"N","Y","N"
"118903467RR0001",2024-12-31 00:00:00,"27",$4178982.00,"Y","N",,"Y","Y","Y"
"118904010RR0001",2024-12-31 00:00:00,"27",$74216.00,"Y","N",,"Y","Y","N"
"118904572RR0001",2024-12-31 00:00:00,"27",$2010.00,"N","N",,"N","Y","Y"
"118904598RR0001",2024-6-30 00:00:00,"27",$39028.00,"N","N",,"N","N","Y"
"118912732RR0001",2024-2-28 00:00:00,"27",$295860.00,"N","N",,"N","Y","N"
"118913243RR0001",2024-6-30 00:00:00,"27",$1723691.00,"Y","N",,"Y","N","Y"
"118914266RR0001",2024-12-31 00:00:00,"27",$10000.00,"N","N",,"Y","N","N"
"118914407RR0001",2024-12-31 00:00:00,"27",$10000.00,"N","N",,"N","N","N"
"118914639RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"118915057RR0001",2024-5-31 00:00:00,"27",,"Y",,,,,
"118916030RR0001",2024-12-31 00:00:00,"27",$20077.00,"N","N",,"N","Y","N"
"118917590RR0001",2024-12-31 00:00:00,"27",$578.00,"Y","N",,"N","N","N"
"118917632RR0001",2024-11-30 00:00:00,"27",$83625.00,"Y","N",,"Y","Y","N"
"118918853RR0001",2024-12-31 00:00:00,"27",$17000.00,"Y","N",,"N","Y","N"
"118919497RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"118919539RR0001",2024-4-30 00:00:00,"27",$81418.00,"N","N",,"N","Y","N"
